,FLAG_TSUNAMI,YEAR,FOCAL_DEPTH,EQ_PRIMARY,INTENSITY,COUNTRY,LOCATION_NAME,LATITUDE,LONGITUDE,REGION_CODE,DEATHS,DEATHS_DESCRIPTION,MISSING_DESCRIPTION,INJURIES,INJURIES_DESCRIPTION,DAMAGE_DESCRIPTION,HOUSES_DESTROYED,HOUSES_DESTROYED_DESCRIPTION,HOUSES_DAMAGED,HOUSES_DAMAGED_DESCRIPTION,POPULATION
1461,No,2004,5,5.4,,NEW ZEALAND,"NEW ZEALAND:  NORTH ISLAND:  ROTORUA, TAURANGA",-38,176.51,170,1,1,,2,1,2,,,5,1,4087500
1462,No,2004,10,5.2,,AFGHANISTAN,AFGHANISTAN: PAKTIA PROVINCE,33.426,69.524,40,2,1,,40,1,3,,3,,3,24726684
1463,No,2004,5,4,,TURKEY,TURKEY:  DOGUBEYAZIT,39.634,43.966,140,1,1,,5,1,1,,,,,67010930
1464,No,2004,10,5.6,,TURKEY,TURKEY:  BODRUM,36.833,27.815,140,,,,15,1,,,,,,67010930
1465,No,2004,6,5.4,,CHINA,CHINA:  YUNNAN PROVINCE:  LUDIAN,27.266,103.873,30,4,1,,600,3,4,18556,4,65601,4,1296075000
1466,No,2004,7,5.7,,TURKEY,"TURKEY:  ELAZIG, SIVRICE",38.377,39.261,140,1,1,,11,1,1,,,,,67010930
1467,Yes,2004,14,7.2,,JAPAN,JAPAN:  HONSHU:  W COAST: KYOTO,33.07,136.618,30,,,,4,1,1,,,,,127761000
1468,Yes,2004,10,7.4,,JAPAN,"JAPAN:  HONSHU:  W COAST: KYOTO, WAKAYAMA, SAKAI",33.184,137.071,30,,,,40,1,1,,,,,127761000
1469,No,2004,22,6.1,,ARGENTINA,ARGENTINA: CATAMARCA,-28.573,-65.84,160,1,1,,,2,1,,2,,2,38491972
1470,No,2004,10,5.2,,CHINA,CHINA:  GANSU PROVINCE,34.682,103.781,30,,,,19,1,3,600,3,,,1296075000
1471,No,2004,10,4.8,6,POLAND,"POLAND: SUWALKI; RUSSIA: KALININGRAD, SVETLOGORSK",54.841,19.912,120,,,,3,1,1,,,,,38182222
1472,No,2004,9,6,6,USA,"CALIFORNIA:  CENTRAL: PARKFIELD, SAN MIGUEL",35.819,-120.364,150,,,,,,1,,,,,292805298
1473,No,2004,87,5.6,,NICARAGUA,"NICARAGUA:  CHINANDEGA, LEON",11.989,-86.52,100,,,,,,1,,,,,5364935
1474,No,2004,35,5.6,,IRAN,IRAN:  GOLESTAN,37.125,54.477,140,,,,60,2,,,,,,0
1475,No,2004,94,6.6,,TAIWAN,TAIWAN:  T'AO-YUAN,24.53,122.694,30,,,,,2,1,,,,,0
1476,No,2004,30,4.4,,CHINA,CHINA:  YUNNAN PROVINCE:  BAOSHAN,25.073,99.169,30,,,,12,1,3,20000,4,20000,4,1296075000
1477,No,2004,16,6.6,,JAPAN,JAPAN:  HONSHU:  NIIGATA PREFECTURE,37.226,138.779,30,40,1,,3183,4,4,6000,4,,,127761000
1478,No,2004,14,5.9,,JAPAN,JAPAN:  HONSHU:  NIIGATA PREFECTURE,37.284,138.885,30,,,,5,1,1,1,1,,,127761000
1479,No,2004,96,5.8,,ROMANIA,"ROMANIA:  BUCHAREST, BRAILA; BULGARIA:  NORTHERN",45.787,26.622,110,,,,,,1,,,,,21451748
1480,Yes,2004,10,6.6,,CANADA,CANADA:  VANCOUVER ISLAND,49.277,-128.772,150,,,,,,,,,,,31940655
1481,No,2004,74,5.2,,GREECE,GREECE:  CRETE:  ANTIKYTHIRA,35.945,23.115,130,,,,,,1,,,,,10955141
1482,No,2004,10,5.5,,JAPAN,JAPAN:  HONSHU:  NIIGATA PREFECTURE,37.396,138.862,30,,,,8,1,1,,,,,127761000
1483,Yes,2004,10,7.5,,INDONESIA,INDONESIA:  KEPULAUAN ALOR,-8.152,124.868,60,34,1,,400,3,3,781,3,16712,4,223285676
1484,No,2004,15,7.2,,COLOMBIA,"COLOMBIA:  BAJO BAUDO, BUENAVENTURA, CERRITO",4.695,-77.508,160,,,,10,1,3,154,3,,,42075955
1485,No,2004,37,4.8,,IRAN,IRAN:  W,32.023,48.836,140,,,,,,1,,,,,0
1486,No,2004,16,6.4,,COSTA RICA,"COSTA RICA:  SAN JOSE, PARRITA, QUEPOS",9.602,-84.172,100,8,1,,,2,3,526,3,,,4225155
1487,Yes,2004,14,6.3,,GUADELOUPE,"GUADELOUPE:  BASSE-TERRE, LES SAINTES",15.679,-61.706,90,1,1,,12,1,2,,3,,,0
1488,No,2004,36,5,,IRAN,"IRAN:  KHORRAMABAD, POL-E DOKHTAR",33.297,47.977,140,,,,,2,1,,1,,1,0
1489,Yes,2004,10,7.1,,NEW ZEALAND,"NEW ZEALAND:  INVERCARGILL, SOUTHLAND, OTAGO",-46.676,164.721,170,,,,,,1,,,,,4087500
1490,No,2004,17,5.1,,ITALY,ITALY:  NORTHERN:  BRESCIA,45.626,10.559,130,,,,9,1,2,,3,,,57685327
1491,No,2004,10,7.1,8,INDONESIA,INDONESIA:  NABIRE,-3.609,135.404,170,32,1,,130,3,4,328,3,,,223285676
1492,Yes,2004,39,7,,JAPAN,"JAPAN:  HOKKAIDO:  BEKKAI, KUSHIRO, NEMOURO",43.006,145.119,30,,,,24,1,1,,,,1,127761000
1493,No,2004,10,4.5,,ALGERIA,ALGERIA:  BOUMERDAS,36.848,3.448,15,,,,15,1,1,,,,,32692163
1494,No,2004,49,5.8,,TRINIDAD AND TOBAGO,TRINIDAD:  MAYARO,10.49,-61.48,90,,,,,,1,,,,,98737
1495,No,2004,10,4.8,5,GERMANY,"GERMANY:  EMMENDINGEN, FREIBURG IM BREISGAU",48.115,8.077,120,,,,,,1,,,,,82516260
1496,No,2004,10,4.5,,ALGERIA,ALGERIA:  ZEMMOURI,36.865,3.421,15,,,,46,1,,,,,,32692163
1497,No,2004,35,6.8,,JAPAN,JAPAN:  HOKKAIDO:  KUSHIRO,42.9,145.228,30,,,,4,1,,,,,,127761000
1498,No,2004,35,5.4,,INDIA,"INDIA:  HAILAKANDI, CACHAR",24.757,92.539,60,,,,,2,1,,,,,1129623456
1499,No,2004,10,5.8,,JAPAN,"JAPAN:  HOKKAIDO:  OBIRO, HABORO, TOMAMAE",44.119,141.793,30,,,,3,1,1,,,,,127761000
1500,No,2004,5,5.4,,TURKEY,TURKEY:  MARMARIS,37.042,28.206,140,,,,3,1,1,,,,,67010930
1501,Yes,2004,10,8.1,,AUSTRALIA,AUSTRALIA:  MACQUARIE ISLAND,-49.312,161.345,170,,,,,,,,,,,20127400
1502,Yes,2004,30,9.1,,INDONESIA,INDONESIA:  SUMATRA:  ACEH:  OFF WEST COAST,3.316,95.854,60,1001,4,,,3,4,,3,,3,223285676
1503,No,2005,32,5.4,,IRAN,IRAN:  GORGAN,37.103,54.574,140,,,,110,3,,,,,,0
1504,Yes,2005,28,6.6,,JAPAN,JAPAN:  EAST COAST HONSHU,34.064,141.491,30,,,,,,,,,,,127773000
1505,No,2005,39,5.3,,NEW ZEALAND,NEW ZEALAND:  NORTH ISLAND,-41.223,175.21,170,,,,,,1,,,,,4133900
1506,No,2005,11,6.3,,INDONESIA,INDONESIA:  SULAWESI:  PALU,-1.198,119.933,170,1,1,,4,1,2,,,,,226289470
1507,No,2005,17,6.1,,ECUADOR,"ECUADOR:  NEAR WEST COAST:  PUERTO LOPEZ, SALANGO",-1.364,-80.785,160,,,,,,2,,2,,,13825847
1508,No,2005,12,4.8,,CHINA,CHINA:  YUNNAN PROVINCE:  SIMAO,22.526,100.709,30,,,,3,1,1,,,,,1303720000
1509,No,2005,41,5.9,,TURKEY,TURKEY:  HAKKARI,37.622,43.703,140,2,1,,22,1,1,,,,,67903469
1510,No,2005,5,4.4,,SPAIN,"SPAIN:  LA PACA, ZARCILLA DE RAMOS",37.91,-1.82,130,,,,,,2,,,,,43653155
1511,No,2005,15,4.8,,INDONESIA,INDONESIA:  JAVA:  GARUT,-7.037,107.819,60,1,1,,,2,2,,2,,2,226289470
1512,Yes,2005,12,5.8,,GUADELOUPE,GUADELOUPE,15.775,-61.744,90,,,,,,,,,,,0
1513,No,2005,22,6.1,,CHINA,CHINA:  XINJIANG PROVINCE:  WUSHI,41.728,79.44,40,,,,,,3,6000,4,,,1303720000
1514,No,2005,35,5.1,,INDIA,INDIA:  KHASPUR,24.55,92.524,60,,,,,,1,,,,,1147609927
1515,No,2005,14,6.4,,IRAN,IRAN:  KERMAN PROVINCE:  ZARAND,30.754,56.816,140,612,3,,1411,4,4,8000,4,8000,4,0
1516,No,2005,52,4.9,,PAKISTAN,PAKISTAN:  QUETTA,30.378,68.038,60,,,,1,1,1,,,,,160304008
1517,No,2005,5,4.3,,SOUTH AFRICA,"SOUTH AFRICA:  KLERKSDORP, STILFONTEIN",-26.913,26.789,10,2,1,,58,2,2,,,,,47880601
1518,No,2005,11,5.6,,TURKEY,"TURKEY:  CAT, KARLIOVA",39.44,40.978,140,,,,16,1,2,,,,,67903469
1519,No,2005,54,6,,IRAN,IRAN:  SARAVAN,27.095,61.887,140,,,,,,1,,,,,0
1520,No,2005,5,5.8,,TURKEY,TURKEY:  EASTERN:  BINGOL PROVINCE,39.354,40.89,140,,,,18,1,3,,2,,2,67903469
1521,No,2005,10,4.9,,INDIA,"INDIA:  MAHARASHTRA:  KOLHAPUR, RATNAGIRI, SATARA",17.145,73.73,60,,,,45,1,2,,,,,1147609927
1522,No,2005,10,4.3,,INDIA,INDIA:  MAHARASHTRA:  DHEBEWADI,17.072,73.668,60,,,,,,1,,,,,1147609927
1523,No,2005,10,6.6,,JAPAN,"JAPAN:  KYUSHU:  FUKUOKA, GENKAI",33.807,130.131,30,1,1,,500,3,2,65,2,,,127773000
1524,Yes,2005,30,8.6,,INDONESIA,INDONESIA:  SUMATERA:  SW,2.085,97.108,60,1303,4,,340,3,4,300,3,300,3,226289470
1525,Yes,2005,19,6.7,5,INDONESIA,INDONESIA:  PADANG,-1.644,99.607,60,,,,,,,,,,,226289470
1526,No,2005,116,7.7,,CHILE,CHILE:  TARAPACA,-19.987,-69.197,160,11,1,,200,3,,544,3,,,16182721
1527,Yes,2005,10,7.2,4,USA,CALIFORNIA:  OFF COAST NORTHERN,41.301,-125.97,150,,,,,,,,,,,295516599
1528,No,2005,21,6.7,,INDONESIA,INDONESIA:  SUMATRA:  NIAS ISLAND:  GUNUNGSITOLI,1.819,97.082,60,,,,,,1,,,,,226289470
1529,No,2005,32,5.9,,INDONESIA,INDONESIA:  SULAWESI:  DONGGALA,-1.174,119.963,170,,,,,,1,6,1,6,1,226289470
1530,No,2005,4,5.2,,ALBANIA,ALBANIA:  TROPOJE,42.389,19.812,130,,,,,,1,,1,,,3011487
1531,No,2005,10,5.3,,INDONESIA,INDONESIA:  TIMOR:  TIMOR TENGAH UTARA,-9.948,124.48,60,,,,,,1,,1,,1,226289470
1532,No,2005,61,5.9,,JAPAN,JAPAN:  HONSHU:  TOKYO,35.498,139.982,30,,,,27,1,1,1,1,,,127773000
1533,No,2005,16,7.2,,INDIA,"INDIA:  ANDAMAN ISLANDS,  NICOBAR ISLANDS",7.92,92.19,60,,,,,,1,,1,,1,1147609927
1534,No,2005,48,4.7,,CHINA,CHINA:  DAQING,46.827,125.058,30,1,1,,12,1,,,,,,1303720000
1535,No,2005,13,5.6,6,USA,"MONTANA:  DILLON, SILVER STAR, TWIN BRIDGES",45.365,-112.615,150,,,,,,1,,,,,295516599
1536,No,2005,5,5.3,,TURKEY,"TURKEY:  BAHCEKARADALAK, SIRAPINAR, YENIYAPANSEYHLI",39.437,33.089,140,,,,,,1,,,,,67903469
1537,No,2005,42,4.8,,CHINA,CHINA:  YUNNAN PROVINCE:  HUIZE,26.569,103.036,30,,,,9,1,2,3700,4,3700,4,1303720000
1538,No,2005,10,4.5,,VIETNAM,VIETNAM:  HO CHI MINH CITY,9.985,108.383,30,,,,,,1,,,,,83832661
1539,No,2005,10,5.1,,IRAN,IRAN:  FIRUZABAD,28.85,52.56,140,,,,,,1,,,,,0
1540,No,2005,10,4.5,,CHINA,CHINA:  YUNNAN PROVINCE:  WENSHAN,23.627,104.103,30,,,,26,1,1,,2,,2,1303720000
1541,No,2005,11,5.8,,CHILE,CHILE:  TARAPACA,-19.78,-68.98,160,,,,,,1,,,,,16182721
1542,No,2005,35,4.4,7,INDIA,INDIA:  MAHARASHTRA,17.398,74.118,60,,,,,,2,,,,,1147609927
1543,Yes,2005,36,7.2,,JAPAN,JAPAN:  EAST COAST HONSHU,38.276,142.039,30,,,,56,2,1,1,1,,,127773000
1544,No,2005,43,4.4,6,INDIA,INDIA:  UTTARANCHAL:  UTTARKAHI,30.924,78.56,60,,,,,,1,,1,,1,1147609927
1545,No,2005,10,4.7,6,INDIA,"INDIA: MAHARASHTRA: AMBEGHAR, DICHOLI, KISRULE",17.067,73.773,60,,,,,,1,,,,,1147609927
1546,No,2005,90,7.7,,PAPUA NEW GUINEA,PAPUA NEW GUINEA:  NEW IRELAND,-4.539,153.474,170,,,,,,,,,,,6494903
1547,No,2005,12,5.6,,ETHIOPIA,ETHIOPIA:  DABBAHU,12.471,40.634,10,,,,,,,,,,,76346311
1548,No,2005,115,7.5,,PERU,"PERU:  LAMAS, CHACHAPOYAS, MOYOBAMBA, TARAPOTA",-5.678,-76.398,160,5,1,,60,2,2,,3,,,27866145
1549,No,2005,20,5.3,,PERU,PERU:  MOQUEGUA,-16.635,-70.794,160,,,,10,1,1,300,3,,,27866145
1550,No,2005,26,7.6,8,PAKISTAN,"PAKISTAN:  MUZAFFARABAD, URI, ANANTNAG, BARAMULA",34.539,73.588,60,76213,4,,146599,4,4,,3,,3,160304008
1551,No,2005,10,5.9,,TURKEY,TURKEY:  IZMIR,38.152,26.751,140,1,1,,15,1,1,,2,,2,67903469
1552,No,2005,35,4.8,6,ECUADOR,ECUADOR:  BAEZA,-0.507,-77.745,160,,,,,,1,,,,,13825847
1553,No,2005,10,4.2,,CHINA,CHINA:  GUANGXI PROVINCE,23.604,107.798,30,1,1,,1,1,1,,1,,,1303720000
1554,No,2005,40,5.4,,PERU,PERU:  N,-5.852,-78.704,160,,,,,,,20,1,,,27866145
1555,Yes,2005,11,7,,JAPAN,JAPAN:  EAST COAST HONSHU,38.107,144.896,30,,,,,,,,,,,127773000
1556,No,2005,10,5.2,,CHINA,"CHINA:  JIANGXI:  JIUJIANG, RUICHANG",29.695,115.689,30,16,1,,8000,4,3,150000,4,,,1303720000
1557,No,2005,9,4.4,,TURKEY,TURKEY:  DOGANYOL,38.26,38.814,140,,,,,,1,,,,,67903469
1558,No,2005,10,6,,IRAN,"IRAN:  QESHM, ZIRANG",26.774,55.858,140,13,1,,100,2,2,,,,,0
1559,No,2005,22,6.8,,CONGO,CONGO:  KALEMIE,-6.224,29.83,10,6,1,,,,1,300,3,,,0
1560,No,2005,225,6.5,,AFGHANISTAN,"AFGHANISTAN:  TILI, JALALABAD, BADAKHSHAN",36.357,71.093,40,5,1,,1,1,1,100,2,100,2,25654277
1561,No,2005,44,5.3,,INDIA,"INDIA:  JAUSARI, CHAMOLI, NANDPRAYAG",30.476,79.255,60,1,1,,4,1,2,1,1,1,1,1147609927
1562,No,2005,14,4.3,,TURKEY,TURKEY:  AKHISAR,38.804,26.783,140,,,,,,1,,,,,67903469
1563,No,2006,66,6.7,,GREECE,GREECE:  SOUTHERN,36.311,23.212,130,,,,3,1,1,,1,,,11020362
1564,No,2006,397,7.6,,INDONESIA,INDONESIA:  BANDA SEA,-5.473,128.131,170,,,,,,,,,,,229318262
1565,No,2006,30,5.3,,INDIA,INDIA:  SIKKIM,27.382,88.388,60,2,1,,2,1,1,,,,,1165486291
1566,No,2006,10,4.6,,BULGARIA,GREECE-BULGARIA BORDER REGION,41.708,25.544,110,,,,2,1,,,1,,1,7601022
1567,No,2006,11,7,,MOZAMBIQUE,MOZAMBIQUE,-21.324,33.583,10,4,1,,36,1,2,294,3,,,21080110
1568,No,2006,10,5.8,,BHUTAN,BHUTAN:  TASHIGANG,26.912,91.705,60,,,,,,1,126,3,126,3,657410
1569,No,2006,18,6,,IRAN,IRAN:  SOUTHERN,28.12,56.865,140,,,,6,1,2,,3,,3,0
1570,No,2006,10,5.5,,INDIA,INDIA:  GUJARAT,23.777,70.899,60,,,,7,1,1,,1,,1,1165486291
1571,No,2006,10,4.9,,PAKISTAN,PAKISTAN:  MIRPUR DISTRICT,33.129,73.887,60,1,1,,22,1,,,,,,164022627
1572,Yes,2006,30,6.7,,INDONESIA,INDONESIA:  SERAM,-3.595,127.214,170,,,,,,2,241,3,,,229318262
1573,No,2006,10,4.9,,ALGERIA,ALGERIA:  NORTHERN,36.623,5.328,15,4,1,,9,1,,62,2,62,2,33641002
1574,No,2006,18,5.9,,IRAN,IRAN:  SOUTHERN,27.574,55.685,140,1,1,,1,1,1,,,,,0
1575,No,2006,30,5,,INDONESIA,INDONESIA:  N. SUMATRA: TAPAKTUAN,3.462,97.224,60,,,,,,1,,,,,229318262
1576,No,2006,7,6.1,,IRAN,"IRAN:  WESTERN:  BORUJERD, DORUD",33.5,48.78,140,70,2,,1300,4,3,,3,,3,0
1577,No,2006,10,4.9,,CHINA,"CHINA:  JILIN PROVINCE:  JILIN, SONGYUAN",44.624,124.122,30,,,,,,1,,2,,,1311020000
1578,No,2006,9,6.2,,TAIWAN,TAIWAN:  T'AIT-TUNG,22.868,121.278,30,,,,42,1,1,,2,,,0
1579,No,2006,10,4.8,,PAKISTAN,PAKISTAN:  BATGRAM,34.6,73.136,60,,,,28,1,1,,2,,2,164022627
1580,No,2006,10,5.5,,INDIA,INDIA:  GUJARAT,23.322,70.477,60,,,,,,1,,,,,1165486291
1581,No,2006,18,5.5,,GREECE,GREECE:  ZAKYNTHOS,37.64,20.92,130,,,,,,1,,,,,11020362
1582,No,2006,33,5.7,,CHINA,CHINA:  TIBET (XIZANG PROVINCE),31.607,90.413,40,,,,,,1,,2,,,1311020000
1583,No,2006,22,7.6,,RUSSIA,RUSSIA:  KORYAKSKIY,60.949,167.089,50,,,,40,1,4,,3,,,0
1584,Yes,2006,55,7.9,7,TONGA,TONGA ISLANDS,-20.187,-174.123,170,,,,1,1,1,,,,,101706
1585,No,2006,,4.5,,PANAMA,PANAMA:  BOQUETE,8.898,-82.543,100,,,,,,1,,,,,3391666
1586,No,2006,14,4.1,,IRAN,IRAN:  ZARAND,30.79,56.7,140,,,,70,2,1,,1,,1,0
1587,No,2006,17,5.5,,INDONESIA,INDONESIA:  SUMATRA:  KALIANDAK,-5.575,105.395,60,,,,,,1,,2,,2,229318262
1588,No,2006,13,6.3,,INDONESIA,"INDONESIA:   JAVA:  BANTUL, YOGYAKARTA",-7.961,110.446,60,5749,4,,38568,4,4,127000,4,127000,4,229318262
1589,No,2006,5,5.1,,IRAN,IRAN:  SOUTHERN:  QESHM,26.759,55.843,140,2,1,,4,1,1,,2,,2,0
1590,No,2006,10,4.1,,TURKEY,TURKEY:  HAKKARI,37.605,43.787,140,,,,,,1,,,,,68756810
1591,No,2006,10,3.8,,MALAWI,MALAWI:  SALIMA,-14.52,34.28,10,,,,,,1,,,,,12973699
1592,No,2006,140,6.3,,JAPAN,JAPAN:  KYUSHU,33.129,131.141,30,,,,8,1,,,,,,127854000
1593,No,2006,10,4.5,,ALBANIA,ALBANIA:  TEPELENE,40.27,19.96,130,,,,1,1,1,12,1,,,2992547
1594,No,2006,24,4.5,,CHINA,CHINA:  GANSU PROVINCE,33.068,104.95,30,,,,5,1,1,,1,,,1311020000
1595,Yes,2006,34,7.7,,INDONESIA,INDONESIA:  JAVA,-9.254,107.411,60,,,,,,,,,,,229318262
1596,No,2006,56,4.9,,CHINA,CHINA:  YANJIN,27.995,104.138,30,22,1,,106,3,,,,,,1311020000
1597,No,2006,34,5.6,,TAJIKISTAN,TAJIKISTAN:  PANJ-QUMSANGIR,37.255,68.828,40,3,1,,19,1,,721,3,721,3,6922587
1598,No,2006,22,5.6,5,ARGENTINA,ARGENTINA:  MENDOZA,-33.131,-68.707,160,,,,,,1,,,,,39289878
1599,No,2006,10,4.7,,TAJIKISTAN,TAJIKISTAN:  DUSHANBE (STALINABAD),38.246,69.22,40,,,,,,1,,,,,6922587
1600,No,2006,5,4.3,,FRANCE,FRANCE,45.84,-0.14,120,,,,,,1,,,,,63621381
1601,No,2006,22,4.6,,CHINA,CHINA:  SICHUAN PROVINCE,28.012,104.151,30,1,1,,31,1,2,,,,,1311020000
1602,No,2006,14,5.8,,MEXICO,GULF OF MEXICO,26.319,-86.606,90,,,,,,,,,,,107560153
1603,Yes,2006,28,6.9,4,SAMOA,SAMOA ISLANDS,-16.592,-172.033,170,,,,,,,,,,,180876
1604,No,2006,53,6.1,,TRINIDAD AND TOBAGO,TRINIDAD:  PORT-OF-SPAIN,10.876,-61.756,90,,,,3,1,1,1,1,,,100834
1605,No,2006,52,5.5,,TRINIDAD AND TOBAGO,TRINIDAD:  GASPARILLO,10.814,-61.758,90,1,1,,,,,,,,,100834
1606,Yes,2006,39,6.7,8,USA,HAWAIIAN ISLANDS,19.878,-155.935,150,,,,,3,4,,,,,298379912
1607,No,2006,23,6.7,4,PERU,PERU:  CENTRAL,-13.457,-76.677,160,,,,,,1,,,,,28102056
1608,No,2006,10,4.5,,CHINA,CHINA:  HUBEI,31.56,113.21,30,,,,,,2,,,,,1311020000
1609,No,2006,10,4.7,,CHINA,CHINA:  NEI MONGOL,43.469,119.558,30,,,,,,3,55886,4,,,1311020000
1610,Yes,2006,10,8.3,,RUSSIA,RUSSIA:  KURIL ISLANDS,46.592,153.266,50,,,,,,,,,,,0
1611,No,2006,10,4.7,,FRANCE,FRANCE:  PYRENEES,42.99,-0.05,120,,,,,,1,,,,,63621381
1612,No,2006,10,4.8,,HUNGARY,HUNGARY:  BEREGDAROC,48.195,22.46,110,,,,,,1,,,,,10071370
1613,No,2006,20,4.7,,CHINA,CHINA:  XINJIANG PROVINCE:  NORTH,44.229,83.524,40,,,,,,2,60,2,,,1311020000
1614,No,2006,31,5.2,,INDONESIA,INDONESIA:  SULAWESI: PINRANG,-3.728,119.233,170,,,,,,1,,,,,229318262
1615,No,2006,39,6.2,,INDONESIA,INDONESIA:  HALMAHERA:  MOROTAI,2.52,128.283,170,,,,,,2,50,1,,,229318262
1616,No,2006,43,6.3,,INDONESIA,INDONESIA:  SUMABAWA:  BIMA,-8.251,118.777,60,1,1,,14,1,1,20,1,,,229318262
1617,No,2006,5,3.9,,SWITZERLAND,SWITZERLAND:  BASEL,47.58,7.6,120,,,,,,1,,,,,7483934
1618,No,2006,10,4.6,,THAILAND,THAILAND:  MAE RIM,18.901,98.916,60,,,,,,1,5,1,,,65812536
1619,No,2006,30,5.8,,INDONESIA,"INDONESIA:  SUMATERA:  NORTHERN, MUARASIPONGI",0.626,99.859,60,7,1,,100,2,3,680,3,,,229318262
1620,No,2006,10,4.2,,INDIA,INDIA:  RAJASTHAN,26.88,76.15,60,,,,,,,,,,,1165486291
1621,No,2006,12,5.8,,KYRGYZSTAN,KYRGYZSTAN:  KOCHKOR,42.156,76.163,40,,,,,,3,2410,4,,,0
1622,Yes,2006,10,7,,TAIWAN,TAIWAN:  PINGTUNG,21.799,120.547,30,2,1,,40,1,1,,2,,,0
1623,No,2006,5,4.1,,HUNGARY,HUNGARY:  BUDAPEST,47.449,19.343,110,,,,,,1,,1,,,10071370
1624,No,2007,18,6,,KYRGYZSTAN,KYRGYZSTAN:  ISFARIA,39.803,70.311,40,,,,,,2,187,3,,,0
1625,No,2007,20,4.5,,CHINA,CHINA:  GANSU PROVINCE,37.021,103.911,30,,,,,,3,2000,4,,,1317885000
1626,No,2007,23,4.7,,CHINA,CHINA:  GANSU PROVINCE,33.259,104.74,30,,,,,,1,,2,,,1317885000
1627,Yes,2007,10,8.1,,RUSSIA,RUSSIA:  KURIL ISLANDS,46.243,154.524,50,,,,,,,,,,,0
1628,No,2007,3,5.1,,TURKEY,TURKEY:  E,39.592,42.863,140,,,,2,1,1,,,,,69581848
1629,No,2007,22,7.5,,INDONESIA,INDONESIA:  MOLUCCA ISLANDS:  N,1.065,126.282,170,4,1,,4,1,1,,,,,232374245
1630,No,2007,79,4.9,,PHILIPPINES,PHILIPPINES:  MINDANAO,6.614,126.24,170,,,,,,1,,,,,89405482
1631,No,2007,10,5.7,,TURKEY,"TURKEY:  DOGANKOY, PUTURGE, SIVRICE",38.318,39.267,140,,,,,,1,,1,,1,69581848
1632,No,2007,19,6.4,8,INDONESIA,INDONESIA:  SUMATRA:  SOUTHERN,-0.493,100.498,60,67,2,,826,3,3,43719,4,,4,232374245
1633,No,2007,43,5,,COLOMBIA,"COLOMBIA:  CAUCA, SOTARA, PURACE,",2.082,-76.495,160,,,,9,1,1,9,1,,,43737516
1634,No,2007,16,4.7,,IRAN,IRAN:  WESTERN:  DORUD,33.49,48.93,140,,,,35,1,1,,,,,0
1635,Yes,2007,34,7.1,,VANUATU,VANUATU ISLANDS,-20.617,169.357,170,,,,,,,,,,,219472
1636,Yes,2007,8,6.7,,JAPAN,JAPAN:  HONSHU:  W COAST,37.336,136.588,30,1,1,,150,3,3,58,2,455,3,128001000
1637,No,2007,15,5.8,6,GREECE,"GREECE:  ARGOSTOLION, KEFALLINIA",38.34,20.42,130,,,,,,1,,1,,,11048473
1638,Yes,2007,24,8.1,,SOLOMON ISLANDS,SOLOMON ISLANDS,-8.466,157.043,170,2,1,,,,3,300,3,500,3,492132
1639,No,2007,34,6,5,MEXICO,"MEXICO:  GUERRERO, ATOYAC",17.302,-100.198,150,,,,,,1,2,1,,,109170502
1640,No,2007,16,4.6,,JAPAN,JAPAN:  HONSHU:  W,34.807,136.239,30,,,,12,1,2,63,1,,,128001000
1641,No,2007,14,4.5,,ALBANIA,ALBANIA:  TIRANA,41.172,19.897,130,,,,,,1,,1,,,2970017
1642,Yes,2007,37,6.2,7,CHILE,CHILE:  SOUTHERN,-45.243,-72.648,160,2,1,,,,1,,,2,1,16530195
1643,No,2007,10,4.6,6,UK,UNITED KINGDOM:  ENGLAND:  FOLKESTONE,51.085,1.009,120,,,,1,1,1,,,,,0
1644,No,2007,14,4.5,5,USA,MONTANA:  SHERIDAN,45.394,-112.13,150,,,,,,1,,,,,301231207
1645,No,2007,24,6.3,,LAOS,"LAOS:  BOKEO;  THAILAND:  CHIANG RAI, CHIAN SAEN",20.504,100.746,60,,,,,,1,,,,,0
1646,No,2007,24,6.1,,INDONESIA,INDONESIA: LABUHA,-1.065,127.343,170,,,,,,1,,2,,,232374245
1647,No,2007,5,6.1,,CHINA,CHINA:  YUNNAN PROVINCE:  NING'ER,23.028,101.052,30,3,1,,329,3,4,,,,,1317885000
1648,No,2007,23,6.7,,GUATEMALA,GUATEMALA:  GUATEMALA CITY,13.554,-90.618,100,,,,,,1,,2,,2,13477017
1649,No,2007,5,5.5,,IRAN,IRAN:  QOM,34.437,50.833,140,,,,,,1,,2,,2,0
1650,No,2007,50,4.5,,ECUADOR,ECUADOR:  ZARUMA,-3.987,-79.836,160,,,,,,1,,,,,14296557
1651,Yes,2007,10,6.6,,JAPAN,JAPAN:  HONSHU:  W COAST,37.57,138.478,30,9,1,,1088,4,4,,,875,3,128001000
1652,No,2007,10,5.6,,CHINA,CHINA:  XINJIANG:  TEKES,42.913,82.378,40,,,,,,2,2120,4,,,1317885000
1653,No,2007,5,4.2,,USA,CALIFORNIA:  MONTCLAIR,37.804,-122.193,150,,,,,,1,,,,,301231207
1654,No,2007,10,5.2,,TAJIKISTAN,"TAJIKISTAN:  RASHT, ASHT",38.936,70.485,40,12,1,,,,,,,,,7062672
